-1.211217045783996582e+00 1.421833610534667969e+01 5.707997131347656250e+01
4.854169368743896484e+00 -5.504563522338867188e+01 -1.028999633789062500e+02
-3.480036854743957520e-01 4.702140331268310547e+00 1.296227264404296875e+01
-5.243326351046562195e-02 1.832635879516601562e+01 -1.865545959472656250e+02
1.353378176689147949e+00 -1.392103767395019531e+01 -6.063993835449218750e+01
-4.519031196832656860e-02 7.772715568542480469e+00 -5.994511795043945312e+01
2.259871065616607666e-01 -2.349928855895996094e+00 -1.657587432861328125e+01
9.443614631891250610e-03 -8.652999997138977051e-01 1.602709960937500000e+01
3.169076982885599136e-03 -5.272147655487060547e-01 7.610295295715332031e+00
-1.920591741800308228e-01 3.026298999786376953e+00 -1.300331211090087891e+01
-9.447614662349224091e-03 -4.855414032936096191e-01 1.557349681854248047e+00
1.482425816357135773e-02 -9.048000574111938477e-01 7.054435729980468750e+00
-4.106246307492256165e-02 3.352422118186950684e-01 -1.027078986167907715e+00
2.648456138558685780e-04 -3.236332535743713379e-01 9.775688648223876953e-01
7.084298995323479176e-04 -9.891011565923690796e-02 3.085142672061920166e-01
-1.886582322185859084e-04 3.495004773139953613e-02 -5.795580148696899414e-01
5.842226557433605194e-03 -1.893102377653121948e-02 1.990212500095367432e-01
-9.066528873518109322e-04 4.919849708676338196e-02 -1.458566337823867798e-01
-2.603436005301773548e-04 1.367997378110885620e-02 -3.601969033479690552e-02
-8.367237169295549393e-04 5.208818241953849792e-02 -4.861010313034057617e-01
-1.919902511872351170e-03 2.351327054202556610e-02 -1.003611683845520020e-01
