-1.868392109870910645e+00 1.611529922485351562e+01 4.569802856445312500e+01
4.977695941925048828e+00 -5.571163177490234375e+01 -1.044306030273437500e+02
-7.156907320022583008e-01 5.772789478302001953e+00 6.423244476318359375e+00
-4.359693825244903564e-02 1.685106468200683594e+01 -1.774057922363281250e+02
1.402153253555297852e+00 -1.415792274475097656e+01 -6.135651397705078125e+01
-4.302485659718513489e-02 7.656772613525390625e+00 -5.745119857788085938e+01
2.353574484586715698e-01 -2.368755578994750977e+00 -1.657039260864257812e+01
9.331608191132545471e-03 -8.518815636634826660e-01 1.615288734436035156e+01
2.916630124673247337e-03 -4.868682622909545898e-01 7.165666103363037109e+00
-1.897706091403961182e-01 3.033115386962890625e+00 -1.314542007446289062e+01
-9.153533726930618286e-03 -5.053160786628723145e-01 1.793081045150756836e+00
1.430688798427581787e-02 -8.722114562988281250e-01 6.731897354125976562e+00
-4.081679135560989380e-02 3.353112339973449707e-01 -1.043213605880737305e+00
2.790999133139848709e-04 -3.243538737297058105e-01 1.000136137008666992e+00
6.905638729222118855e-04 -9.609154611825942993e-02 2.800377011299133301e-01
-1.741275191307067871e-04 3.256389498710632324e-02 -5.504648685455322266e-01
5.504491738975048065e-03 -1.382052153348922729e-02 1.683654189109802246e-01
-8.593632373958826065e-04 4.633472859859466553e-02 -1.260947138071060181e-01
-2.782038354780524969e-04 1.484761107712984085e-02 -4.899273812770843506e-02
-8.097904501482844353e-04 5.039988830685615540e-02 -4.696594178676605225e-01
-1.912968349643051624e-03 2.341916039586067200e-02 -9.993927180767059326e-02
